Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;FDP Erststimmen;GRÜNE Erststimmen;Linke Erststimmen;REP Erststimmen;NPD Erststimmen;ödp Erststimmen;BüSo Erststimmen;ddp Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;Jansen Erststimmen;PBC Erststimmen;parteiunabhängig Erststimmen;Sonstige Erststimmen;;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;FDP Erststimmen in %;GRÜNE Erststimmen in %;Linke Erststimmen in %;REP Erststimmen in %;NPD Erststimmen in %;ödp Erststimmen in %;BüSo Erststimmen in %;ddp Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;Jansen Erststimmen in %;PBC Erststimmen in %;parteiunabhängig Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;FDP Zweitstimmen;GRÜNE Zweitstimmen;Linke Zweitstimmen;REP Zweitstimmen;NPD Zweitstimmen;ödp Zweitstimmen;BüSo Zweitstimmen;ddp Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;Jansen Zweitstimmen;PBC Zweitstimmen;parteiunabhängig Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;FDP Zweitstimmen in %;GRÜNE Zweitstimmen in %;Linke Zweitstimmen in %;REP Zweitstimmen in %;NPD Zweitstimmen in %;ödp Zweitstimmen in %;BüSo Zweitstimmen in %;ddp Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;Jansen Zweitstimmen in %;PBC Zweitstimmen in %;parteiunabhängig Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
2232310612200;Talling;180;172;8;0;119;8;66,1;2;3;116;2,5;97,5;63;32;10;6;4;;;;;;1;;;;;;;;;;;;;;;54,3;27,6;8,6;5,2;3,4;;;;;;0,9;;;;;;;;;;;;;;;3;116;2,5;97,5;45;34;15;15;2;2;0;1;0;0;2;0;;;;;;;;;;;;;;38,8;29,3;12,9;12,9;1,7;1,7;0;0,9;0;0;1,7;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:53
2232310612300;Thalfang;1491;1307;184;0;1052;175;70,6;2;30;1022;2,9;97,1;642;225;36;60;28;;;;;;31;;;;;;;;;;;;;;;62,8;22;3,5;5,9;2,7;;;;;;3;;;;;;;;;;;;;;;51;1001;4,8;95,2;466;306;56;85;32;6;8;2;0;5;15;20;;;;;;;;;;;;;;46,6;30,6;5,6;8,5;3,2;0,6;0,8;0,2;0;0,5;1,5;2;;;;;;;;;;;;;;;;3;3;27.03.2011 19:42
2232310620200;Breit;226;218;8;0;176;7;77,9;2;8;168;4,5;95,5;73;73;0;14;3;;;;;;5;;;;;;;;;;;;;;;43,5;43,5;0;8,3;1,8;;;;;;3;;;;;;;;;;;;;;;12;164;6,8;93,2;54;82;0;16;2;1;2;0;0;0;4;3;;;;;;;;;;;;;;32,9;50;0;9,8;1,2;0,6;1,2;0;0;0;2,4;1,8;;;;;;;;;;;;;;;;1;1;27.03.2011 18:52
2232310620300;Büdlich;174;157;17;0;137;15;78,7;2;3;134;2,2;97,8;59;56;4;10;1;;;;;;4;;;;;;;;;;;;;;;44;41,8;3;7,5;0,7;;;;;;3;;;;;;;;;;;;;;;7;130;5,1;94,9;46;54;3;12;0;0;3;1;0;0;9;2;;;;;;;;;;;;;;35,4;41,5;2,3;9,2;0;0;2,3;0,8;0;0;6,9;1,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:15
2232310620400;Heidenburg;578;543;35;0;390;34;67,5;2;18;372;4,6;95,4;187;121;16;23;9;;;;;;16;;;;;;;;;;;;;;;50,3;32,5;4,3;6,2;2,4;;;;;;4,3;;;;;;;;;;;;;;;23;367;5,9;94,1;143;133;20;33;12;1;1;1;0;0;14;9;;;;;;;;;;;;;;39;36,2;5,4;9;3,3;0,3;0,3;0,3;0;0;3,8;2,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:19
2232310700000;Traben-Trarbach, VG;7183;6140;1043;0;4421;991;61,5;2;126;4295;2,9;97,1;1457;1691;219;632;143;;;;;;153;;;;;;;;;;;;;;;33,9;39,4;5,1;14,7;3,3;;;;;;3,6;;;;;;;;;;;;;;;100;4321;2,3;97,7;1543;1555;264;611;118;10;38;14;3;4;115;46;;;;;;;;;;;;;;35,7;36;6,1;14,1;2,7;0,2;0,9;0,3;0,1;0,1;2,7;1,1;;;;;;;;;;;;;;;;15;15;29.03.2011 11:44
2232310701400;Burg (Mosel);327;310;17;0;208;16;63,6;2;7;201;3,4;96,6;48;100;11;28;7;;;;;;7;;;;;;;;;;;;;;;23,9;49,8;5,5;13,9;3,5;;;;;;3,5;;;;;;;;;;;;;;;9;199;4,3;95,7;43;104;7;26;4;1;4;0;0;0;3;7;;;;;;;;;;;;;;21,6;52,3;3,5;13,1;2;0,5;2;0;0;0;1,5;3,5;;;;;;;;;;;;;;;;1;1;27.03.2011 18:56
2232310702900;Enkirch;1292;1072;220;0;868;212;67,2;2;25;843;2,9;97,1;307;318;54;128;17;;;;;;19;;;;;;;;;;;;;;;36,4;37,7;6,4;15,2;2;;;;;;2,3;;;;;;;;;;;;;;;19;849;2,2;97,8;336;299;58;113;15;2;4;0;1;0;14;7;;;;;;;;;;;;;;39,6;35,2;6,8;13,3;1,8;0,2;0,5;0;0,1;0;1,6;0,8;;;;;;;;;;;;;;;;2;2;29.03.2011 11:43
2232310712000;Starkenburg;201;179;22;0;151;20;75,1;2;2;149;1,3;98,7;43;67;14;10;4;;;;;;11;;;;;;;;;;;;;;;28,9;45;9,4;6,7;2,7;;;;;;7,4;;;;;;;;;;;;;;;5;146;3,3;96,7;43;57;16;14;2;0;1;2;0;0;9;2;;;;;;;;;;;;;;29,5;39;11;9,6;1,4;0;0,7;1,4;0;0;6,2;1,4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:57
2232310712400;Traben-Trarbach;4398;3714;684;0;2556;656;58,1;2;78;2478;3,1;96,9;791;1013;113;368;94;;;;;;99;;;;;;;;;;;;;;;31,9;40,9;4,6;14,9;3,8;;;;;;4;;;;;;;;;;;;;;;56;2500;2,2;97,8;843;928;150;353;85;6;24;9;1;4;75;22;;;;;;;;;;;;;;33,7;37,1;6;14,1;3,4;0,2;1;0,4;0;0,2;3;0,9;;;;;;;;;;;;;;;;8;8;29.03.2011 11:43
2232310720600;Lötzbeuren;388;328;60;0;225;48;58;2;4;221;1,8;98,2;100;41;18;48;8;;;;;;6;;;;;;;;;;;;;;;45,2;18,6;8,1;21,7;3,6;;;;;;2,7;;;;;;;;;;;;;;;4;221;1,8;98,2;97;40;14;56;5;0;1;2;0;0;3;3;;;;;;;;;;;;;;43,9;18,1;6,3;25,3;2,3;0;0,5;0,9;0;0;1,4;1,4;;;;;;;;;;;;;;;;1;1;29.03.2011 11:44
2232310750100;Irmenach;577;537;40;0;413;39;71,6;2;10;403;2,4;97,6;168;152;9;50;13;;;;;;11;;;;;;;;;;;;;;;41,7;37,7;2,2;12,4;3,2;;;;;;2,7;;;;;;;;;;;;;;;7;406;1,7;98,3;181;127;19;49;7;1;4;1;1;0;11;5;;;;;;;;;;;;;;44,6;31,3;4,7;12,1;1,7;0,2;1;0,2;0,2;0;2,7;1,2;;;;;;;;;;;;;;;;2;2;27.03.2011 19:38
2240000000000;Trier / Schweich, Wahlkreis;65166;56579;8587;0;41121;8168;63,1;2;1397;39724;3,4;96,6;13024;16604;1641;6886;1569;;;;;;;;;;;;;;;;;;;;;32,8;41,8;4,1;17,3;3,9;;;;;;;;;;;;;;;;;;;;;875;40246;2,1;97,9;13590;14681;1488;6616;1223;154;338;85;23;37;1389;622;;;;;;;;;;;;;;33,8;36,5;3,7;16,4;3;0,4;0,8;0,2;0,1;0,1;3,5;1,5;;;;;;;;;;;;;;Schmitt, Arnold;CDU;93;93;04.04.2011 10:47
2242110000000;Trier, Teilkreisfreie Stadt;13762;12019;1743;0;7542;1659;54,8;2;243;7299;3,2;96,8;2726;2618;226;1357;372;;;;;;;;;;;;;;;;;;;;;37,3;35,9;3,1;18,6;5,1;;;;;;;;;;;;;;;;;;;;;133;7409;1,8;98,2;2735;2394;228;1309;296;26;84;21;10;8;155;143;;;;;;;;;;;;;;36,9;32,3;3,1;17,7;4;0,4;1,1;0,3;0,1;0,1;2,1;1,9;;;;;;;;;;;;;;;;13;13;30.03.2011 12:38
2242110000021;Trier/Ehrang-Quint;6924;6141;783;0;2782;7;45,3;1;86;2696;3,1;96,9;1202;794;73;469;158;;;;;;;;;;;;;;;;;;;;;44,6;29,5;2,7;17,4;5,9;;;;;;;;;;;;;;;;;;;;;62;2720;2,2;97,8;1136;733;73;492;127;11;33;5;5;3;56;46;;;;;;;;;;;;;;41,8;26,9;2,7;18,1;4,7;0,4;1,2;0,2;0,2;0,1;2,1;1,7;;;;;;;;;;;;;;;;6;6;29.03.2011 15:57
2242110000022;Trier/Pfalzel;2856;2509;347;0;1292;2;51,5;1;41;1251;3,2;96,8;434;447;19;268;83;;;;;;;;;;;;;;;;;;;;;34,7;35,7;1,5;21,4;6,6;;;;;;;;;;;;;;;;;;;;;31;1261;2,4;97,6;434;389;13;263;60;8;18;3;4;2;36;31;;;;;;;;;;;;;;34,4;30,8;1;20,9;4,8;0,6;1,4;0,2;0,3;0,2;2,9;2,5;;;;;;;;;;;;;;;;2;2;30.03.2011 12:38
2242110000023;Trier/Biewer;1570;1364;206;0;677;4;49,5;1;13;664;1,9;98,1;276;193;16;136;43;;;;;;;;;;;;;;;;;;;;;41,6;29,1;2,4;20,5;6,5;;;;;;;;;;;;;;;;;;;;;8;669;1,2;98,8;292;171;16;123;37;1;7;3;0;0;5;14;;;;;;;;;;;;;;43,6;25,6;2,4;18,4;5,5;0,1;1;0,4;0;0;0,7;2,1;;;;;;;;;;;;;;;;1;1;29.03.2011 15:57
2242110000024;Trier/Ruwer-Eitelsbach;2412;2005;407;0;1147;2;57,1;1;20;1127;1,7;98,3;313;491;52;243;28;;;;;;;;;;;;;;;;;;;;;27,8;43,6;4,6;21,6;2,5;;;;;;;;;;;;;;;;;;;;;18;1129;1,6;98,4;316;428;64;239;28;1;6;3;0;0;22;22;;;;;;;;;;;;;;28;37,9;5,7;21,2;2,5;0,1;0,5;0,3;0;0;1,9;1,9;;;;;;;;;;;;;;;;3;3;29.03.2011 15:57
2242110000061;Trier / Briefwahl;0;0;0;0;1644;1644;;;83;1561;5;95;501;693;66;241;60;;;;;;;;;;;;;;;;;;;;;32,1;44,4;4,2;15,4;3,8;;;;;;;;;;;;;;;;;;;;;14;1630;0,9;99,1;557;673;62;192;44;5;20;7;1;3;36;30;;;;;;;;;;;;;;34,2;41,3;3,8;11,8;2,7;0,3;1,2;0,4;0,1;0,2;2,2;1,8;;;;;;;;;;;;;;;;1;1;29.03.2011 15:57
2242350000000;Trier-Saarburg, TK;51404;44560;6844;0;33579;6509;65,3;2;1154;32425;3,4;96,6;10298;13986;1415;5529;1197;;;;;;;;;;;;;;;;;;;;;31,8;43,1;4,4;17,1;3,7;;;;;;;;;;;;;;;;;;;;;742;32837;2,2;97,8;10855;12287;1260;5307;927;128;254;64;13;29;1234;479;;;;;;;;;;;;;;33,1;37,4;3,8;16,2;2,8;0,4;0,8;0,2;0;0,1;3,8;1,5;;;;;;;;;;;;;;;;80;80;30.03.2011 12:20
2242350400000;Ruwer, VG;14290;12489;1801;0;9726;1728;68,1;2;318;9408;3,3;96,7;3141;3734;324;1828;381;;;;;;;;;;;;;;;;;;;;;33,4;39,7;3,4;19,4;4;;;;;;;;;;;;;;;;;;;;;206;9520;2,1;97,9;3253;3379;313;1679;311;35;65;20;3;6;329;127;;;;;;;;;;;;;;34,2;35,5;3,3;17,6;3,3;0,4;0,7;0,2;0;0,1;3,5;1,3;;;;;;;;;;;;;;;;20;20;30.03.2011 11:21
2242350401000;Bonerath;216;189;27;0;175;26;81;2;2;173;1,1;98,9;65;71;5;23;9;;;;;;;;;;;;;;;;;;;;;37,6;41;2,9;13,3;5,2;;;;;;;;;;;;;;;;;;;;;2;173;1,1;98,9;65;66;6;23;5;0;2;0;0;0;6;0;;;;;;;;;;;;;;37,6;38,2;3,5;13,3;2,9;0;1,2;0;0;0;3,5;0;;;;;;;;;;;;;;;;1;1;30.03.2011 11:03
2242350402100;Farschweiler;595;559;36;0;348;34;58,5;2;15;333;4,3;95,7;126;95;10;76;26;;;;;;;;;;;;;;;;;;;;;37,8;28,5;3;22,8;7,8;;;;;;;;;;;;;;;;;;;;;8;340;2,3;97,7;119;107;5;70;20;2;4;0;0;0;10;3;;;;;;;;;;;;;;35;31,5;1,5;20,6;5,9;0,6;1,2;0;0;0;2,9;0,9;;;;;;;;;;;;;;;;1;1;30.03.2011 11:03
2242350403700;Gusterath;1505;1276;229;0;1064;224;70,7;2;27;1037;2,5;97,5;344;376;40;253;24;;;;;;;;;;;;;;;;;;;;;33,2;36,3;3,9;24,4;2,3;;;;;;;;;;;;;;;;;;;;;22;1042;2,1;97,9;348;341;45;220;22;1;3;5;0;1;43;13;;;;;;;;;;;;;;33,4;32,7;4,3;21,1;2,1;0,1;0,3;0,5;0;0,1;4,1;1,2;;;;;;;;;;;;;;;;1;1;30.03.2011 11:21
2242350403800;Gutweiler;520;436;84;0;373;77;71,7;2;9;364;2,4;97,6;107;166;8;74;9;;;;;;;;;;;;;;;;;;;;;29,4;45,6;2,2;20,3;2,5;;;;;;;;;;;;;;;;;;;;;9;364;2,4;97,6;100;144;11;87;9;0;2;1;1;0;8;1;;;;;;;;;;;;;;27,5;39,6;3;23,9;2,5;0;0,5;0,3;0,3;0;2,2;0,3;;;;;;;;;;;;;;;;1;1;30.03.2011 11:03
2242350404400;Herl;220;201;19;0;132;18;60;2;5;127;3,8;96,2;42;42;4;28;11;;;;;;;;;;;;;;;;;;;;;33,1;33,1;3,1;22;8,7;;;;;;;;;;;;;;;;;;;;;3;129;2,3;97,7;46;30;4;28;11;1;0;0;0;0;4;5;;;;;;;;;;;;;;35,7;23,3;3,1;21,7;8,5;0,8;0;0;0;0;3,1;3,9;;;;;;;;;;;;;;;;1;1;30.03.2011 11:04
2242350404600;Hinzenburg;115;112;3;0;96;3;83,5;2;4;92;4,2;95,8;37;34;2;9;10;;;;;;;;;;;;;;;;;;;;;40,2;37;2,2;9,8;10,9;;;;;;;;;;;;;;;;;;;;;4;92;4,2;95,8;38;30;1;9;9;0;1;0;0;0;3;1;;;;;;;;;;;;;;41,3;32,6;1,1;9,8;9,8;0;1,1;0;0;0;3,3;1,1;;;;;;;;;;;;;;;;1;1;30.03.2011 11:04
2242350405000;Holzerath;357;331;26;0;261;26;73,1;2;8;253;3,1;96,9;106;69;7;54;17;;;;;;;;;;;;;;;;;;;;;41,9;27,3;2,8;21,3;6,7;;;;;;;;;;;;;;;;;;;;;6;255;2,3;97,7;111;58;6;48;11;4;2;0;0;0;6;9;;;;;;;;;;;;;;43,5;22,7;2,4;18,8;4,3;1,6;0,8;0;0;0;2,4;3,5;;;;;;;;;;;;;;;;1;1;30.03.2011 11:04
2242350405600;Kasel;1017;844;173;0;770;163;75,7;2;14;756;1,8;98,2;227;336;27;134;32;;;;;;;;;;;;;;;;;;;;;30;44,4;3,6;17,7;4,2;;;;;;;;;;;;;;;;;;;;;2;768;0,3;99,7;236;306;28;128;25;3;2;2;0;0;32;6;;;;;;;;;;;;;;30,7;39,8;3,6;16,7;3,3;0,4;0,3;0,3;0;0;4,2;0,8;;;;;;;;;;;;;;;;1;1;30.03.2011 11:04
2242350407000;Korlingen;623;531;92;0;460;86;73,8;2;21;439;4,6;95,4;150;172;21;89;7;;;;;;;;;;;;;;;;;;;;;34,2;39,2;4,8;20,3;1,6;;;;;;;;;;;;;;;;;;;;;12;448;2,6;97,4;159;148;24;76;12;0;4;1;0;0;17;7;;;;;;;;;;;;;;35,5;33;5,4;17;2,7;0;0,9;0,2;0;0;3,8;1,6;;;;;;;;;;;;;;;;1;1;30.03.2011 11:05
2242350408000;Lorscheid;487;422;65;0;304;62;62,4;2;16;288;5,3;94,7;76;130;5;57;20;;;;;;;;;;;;;;;;;;;;;26,4;45,1;1,7;19,8;6,9;;;;;;;;;;;;;;;;;;;;;10;294;3,3;96,7;89;109;5;52;12;2;3;1;0;0;18;3;;;;;;;;;;;;;;30,3;37,1;1,7;17,7;4,1;0,7;1;0,3;0;0;6,1;1;;;;;;;;;;;;;;;;1;1;30.03.2011 11:05
2242350408500;Mertesdorf;1315;1125;190;0;931;183;70,8;2;33;898;3,5;96,5;274;341;34;224;25;;;;;;;;;;;;;;;;;;;;;30,5;38;3,8;24,9;2,8;;;;;;;;;;;;;;;;;;;;;25;906;2,7;97,3;285;329;25;198;24;1;4;0;0;3;23;14;;;;;;;;;;;;;;31,5;36,3;2,8;21,9;2,6;0,1;0,4;0;0;0,3;2,5;1,5;;;;;;;;;;;;;;;;1;1;30.03.2011 11:06
2242350409000;Morscheid;770;672;98;0;536;94;69,6;2;17;519;3,2;96,8;160;238;17;87;17;;;;;;;;;;;;;;;;;;;;;30,8;45,9;3,3;16,8;3,3;;;;;;;;;;;;;;;;;;;;;11;525;2,1;97,9;165;202;19;76;13;2;5;1;0;0;30;12;;;;;;;;;;;;;;31,4;38,5;3,6;14,5;2,5;0,4;1;0,2;0;0;5,7;2,3;;;;;;;;;;;;;;;;1;1;30.03.2011 11:06
2242350410000;Ollmuth;135;115;20;0;103;20;76,3;2;2;101;1,9;98,1;22;54;2;20;3;;;;;;;;;;;;;;;;;;;;;21,8;53,5;2;19,8;3;;;;;;;;;;;;;;;;;;;;;2;101;1,9;98,1;29;50;0;14;4;0;0;0;0;0;2;2;;;;;;;;;;;;;;28,7;49,5;0;13,9;4;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;1;1;30.03.2011 11:06
2242350410300;Osburg;1818;1672;146;0;1030;138;56,7;2;29;1001;2,8;97,2;376;362;36;182;45;;;;;;;;;;;;;;;;;;;;;37,6;36,2;3,6;18,2;4,5;;;;;;;;;;;;;;;;;;;;;25;1005;2,4;97,6;374;319;39;175;38;10;8;0;0;1;23;18;;;;;;;;;;;;;;37,2;31,7;3,9;17,4;3,8;1;0,8;0;0;0,1;2,3;1,8;;;;;;;;;;;;;;;;1;1;30.03.2011 11:06
2242350410700;Pluwig;1080;920;160;0;778;156;72;2;22;756;2,8;97,2;231;316;33;160;16;;;;;;;;;;;;;;;;;;;;;30,6;41,8;4,4;21,2;2,1;;;;;;;;;;;;;;;;;;;;;7;771;0,9;99,1;249;287;27;142;12;0;5;6;0;0;35;8;;;;;;;;;;;;;;32,3;37,2;3,5;18,4;1,6;0;0,6;0,8;0;0;4,5;1;;;;;;;;;;;;;;;;1;1;30.03.2011 11:06
2242350411600;Riveris;328;299;29;0;215;27;65,5;2;4;211;1,9;98,1;82;74;5;41;9;;;;;;;;;;;;;;;;;;;;;38,9;35,1;2,4;19,4;4,3;;;;;;;;;;;;;;;;;;;;;3;212;1,4;98,6;106;52;7;28;6;0;5;0;0;0;6;2;;;;;;;;;;;;;;50;24,5;3,3;13,2;2,8;0;2,4;0;0;0;2,8;0,9;;;;;;;;;;;;;;;;1;1;30.03.2011 11:07
2242350412400;Schöndorf;621;561;60;0;424;59;68,3;2;22;402;5,2;94,8;151;146;10;73;22;;;;;;;;;;;;;;;;;;;;;37,6;36,3;2,5;18,2;5,5;;;;;;;;;;;;;;;;;;;;;14;410;3,3;96,7;143;140;7;77;19;0;2;1;1;0;15;5;;;;;;;;;;;;;;34,9;34,1;1,7;18,8;4,6;0;0,5;0,2;0,2;0;3,7;1,2;;;;;;;;;;;;;;;;1;1;30.03.2011 11:07
2242350412900;Sommerau;64;62;2;0;41;2;64,1;2;3;38;7,3;92,7;11;19;0;5;3;;;;;;;;;;;;;;;;;;;;;28,9;50;0;13,2;7,9;;;;;;;;;;;;;;;;;;;;;0;41;0;100;8;21;1;4;1;0;2;1;0;0;2;1;;;;;;;;;;;;;;19,5;51,2;2,4;9,8;2,4;0;4,9;2,4;0;0;4,9;2,4;;;;;;;;;;;;;;;;1;1;30.03.2011 11:07
2242350413500;Thomm;862;772;90;0;612;87;71;2;29;583;4,7;95,3;218;232;16;85;32;;;;;;;;;;;;;;;;;;;;;37,4;39,8;2,7;14,6;5,5;;;;;;;;;;;;;;;;;;;;;20;592;3,3;96,7;215;217;13;91;24;5;8;0;0;1;14;4;;;;;;;;;;;;;;36,3;36,7;2,2;15,4;4,1;0,8;1,4;0;0;0,2;2,4;0,7;;;;;;;;;;;;;;;;1;1;30.03.2011 11:07
2242350414100;Waldrach;1642;1390;252;0;1073;243;65,3;2;36;1037;3,4;96,6;336;461;42;154;44;;;;;;;;;;;;;;;;;;;;;32,4;44,5;4,1;14,9;4,2;;;;;;;;;;;;;;;;;;;;;21;1052;2;98;368;423;40;133;34;4;3;1;1;0;32;13;;;;;;;;;;;;;;35;40,2;3,8;12,6;3,2;0,4;0,3;0,1;0,1;0;3;1,2;;;;;;;;;;;;;;;;1;1;30.03.2011 11:07
2242350600000;Schweich an der Römischen Weinstraße, VG;20311;17235;3076;0;13616;2920;67;2;476;13140;3,5;96,5;3850;6452;734;1658;446;;;;;;;;;;;;;;;;;;;;;29,3;49,1;5,6;12,6;3,4;;;;;;;;;;;;;;;;;;;;;300;13316;2,2;97,8;4225;5507;638;1773;335;67;107;23;6;14;419;202;;;;;;;;;;;;;;31,7;41,4;4,8;13,3;2,5;0,5;0,8;0,2;0;0,1;3,1;1,5;;;;;;;;;;;;;;;;26;26;28.03.2011 14:42
2242350600400;Bekond;611;563;48;0;419;46;68,6;2;14;405;3,3;96,7;105;201;10;71;18;;;;;;;;;;;;;;;;;;;;;25,9;49,6;2,5;17,5;4,4;;;;;;;;;;;;;;;;;;;;;7;412;1,7;98,3;122;160;13;75;8;3;4;3;0;1;19;4;;;;;;;;;;;;;;29,6;38,8;3,2;18,2;1,9;0,7;1;0,7;0;0,2;4,6;1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:02
2242350601500;Detzem;442;386;56;0;345;55;78,1;2;19;326;5,5;94,5;64;180;31;40;11;;;;;;;;;;;;;;;;;;;;;19,6;55,2;9,5;12,3;3,4;;;;;;;;;;;;;;;;;;;;;7;338;2;98;98;172;17;30;7;0;3;0;0;0;4;7;;;;;;;;;;;;;;29;50,9;5;8,9;2,1;0;0,9;0;0;0;1,2;2,1;;;;;;;;;;;;;;;;1;1;27.03.2011 18:53
2242350601900;Ensch;391;371;20;0;239;17;61,1;2;7;232;2,9;97,1;68;101;18;22;23;;;;;;;;;;;;;;;;;;;;;29,3;43,5;7,8;9,5;9,9;;;;;;;;;;;;;;;;;;;;;6;233;2,5;97,5;81;89;14;13;22;1;2;0;0;0;3;8;;;;;;;;;;;;;;34,8;38,2;6;5,6;9,4;0,4;0,9;0;0;0;1,3;3,4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:35
2242350602200;Fell;2013;1758;255;0;1360;249;67,6;2;58;1302;4,3;95,7;421;593;48;192;48;;;;;;;;;;;;;;;;;;;;;32,3;45,5;3,7;14,7;3,7;;;;;;;;;;;;;;;;;;;;;42;1318;3,1;96,9;504;453;50;175;38;6;20;2;1;1;49;19;;;;;;;;;;;;;;38,2;34,4;3,8;13,3;2,9;0,5;1,5;0,2;0,1;0,1;3,7;1,4;;;;;;;;;;;;;;;;3;3;28.03.2011 10:30
2242350602600;Föhren;2159;1854;305;0;1459;282;67,6;2;50;1409;3,4;96,6;573;490;38;249;59;;;;;;;;;;;;;;;;;;;;;40,7;34,8;2,7;17,7;4,2;;;;;;;;;;;;;;;;;;;;;32;1427;2,2;97,8;520;442;40;272;48;20;15;3;1;1;42;23;;;;;;;;;;;;;;36,4;31;2,8;19,1;3,4;1,4;1,1;0,2;0,1;0,1;2,9;1,6;;;;;;;;;;;;;;;;2;2;28.03.2011 11:08
2242350606000;Kenn;2078;1752;326;0;1318;305;63,4;2;35;1283;2,7;97,3;369;619;64;187;44;;;;;;;;;;;;;;;;;;;;;28,8;48,2;5;14,6;3,4;;;;;;;;;;;;;;;;;;;;;22;1296;1,7;98,3;421;499;63;197;36;5;9;4;0;3;38;21;;;;;;;;;;;;;;32,5;38,5;4,9;15,2;2,8;0,4;0,7;0,3;0;0,2;2,9;1,6;;;;;;;;;;;;;;;;2;2;28.03.2011 11:31
2242350606300;Klüsserath;896;819;77;0;602;72;67,2;2;27;575;4,5;95,5;137;312;49;53;24;;;;;;;;;;;;;;;;;;;;;23,8;54,3;8,5;9,2;4,2;;;;;;;;;;;;;;;;;;;;;19;583;3,2;96,8;158;274;42;47;18;1;5;0;0;1;28;9;;;;;;;;;;;;;;27,1;47;7,2;8,1;3,1;0,2;0,9;0;0;0,2;4,8;1,5;;;;;;;;;;;;;;;;1;1;28.03.2011 11:39
2242350606700;Köwerich;278;250;28;0;217;27;78,1;2;9;208;4,1;95,9;40;121;18;21;8;;;;;;;;;;;;;;;;;;;;;19,2;58,2;8,7;10,1;3,8;;;;;;;;;;;;;;;;;;;;;6;211;2,8;97,2;47;113;12;22;5;1;0;0;0;0;5;6;;;;;;;;;;;;;;22,3;53,6;5,7;10,4;2,4;0,5;0;0;0;0;2,4;2,8;;;;;;;;;;;;;;;;1;1;27.03.2011 18:48
2242350607400;Leiwen;1230;990;240;0;892;226;72,5;2;40;852;4,5;95,5;186;495;94;58;19;;;;;;;;;;;;;;;;;;;;;21,8;58,1;11;6,8;2,2;;;;;;;;;;;;;;;;;;;;;24;868;2,7;97,3;234;457;58;70;8;4;4;3;1;0;11;18;;;;;;;;;;;;;;27;52,6;6,7;8,1;0,9;0,5;0,5;0,3;0,1;0;1,3;2,1;;;;;;;;;;;;;;;;1;1;28.03.2011 14:40
2242350607700;Longen;73;69;4;0;47;4;64,4;2;2;45;4,3;95,7;15;22;1;3;4;;;;;;;;;;;;;;;;;;;;;33,3;48,9;2,2;6,7;8,9;;;;;;;;;;;;;;;;;;;;;1;46;2,1;97,9;19;18;1;4;2;0;1;0;0;0;1;0;;;;;;;;;;;;;;41,3;39,1;2,2;8,7;4,3;0;2,2;0;0;0;2,2;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:28
2242350607800;Longuich;1028;844;184;0;661;172;64,3;2;15;646;2,3;97,7;181;344;42;62;17;;;;;;;;;;;;;;;;;;;;;28;53,3;6,5;9,6;2,6;;;;;;;;;;;;;;;;;;;;;8;653;1,2;98,8;191;301;27;74;13;3;6;0;0;1;30;7;;;;;;;;;;;;;;29,2;46,1;4,1;11,3;2;0,5;0,9;0;0;0,2;4,6;1,1;;;;;;;;;;;;;;;;1;1;28.03.2011 14:42
